filename,latitude,longitude,altitude,yaw,pitch,roll
dji_01.jpg,­123.114661,38.426805,90.689292,9.367337,1.260910,0.385252
dji_02.jpg,­123.114650,38.426831,90.825989,85.055542,­0.336052,1.667057
dji_03.jpg,­123.114429,38.426830,91.088004,88.858391,­0.070967,1.876991
dji_04.jpg,­123.114125,38.426831,91.091265,88.269956,0.671020,1.849037
dji_05.jpg,­123.114104,38.426832,90.747063,184.433167,­1.492852,1.134858
dji_06.jpg,­123.114136,38.426609,91.304548,190.422786,­0.656365,1.312138
